CIVILSTAND,TID,ALDER,INDHOLD
I alt,2009K3,120 år,0
I alt,2009K3,121 år,0
I alt,2009K3,122 år,0
I alt,2009K3,123 år,0
I alt,2009K3,124 år,0
I alt,2009K3,125 år,0
I alt,2009K4,I alt,5532531
I alt,2009K4,0 år,63725
I alt,2009K4,1 år,66197
I alt,2009K4,2 år,64882
I alt,2009K4,3 år,66073
I alt,2009K4,4 år,65585
I alt,2009K4,5 år,65460
I alt,2009K4,6 år,65262
I alt,2009K4,7 år,65066
I alt,2009K4,8 år,66687
I alt,2009K4,9 år,67213
I alt,2009K4,10 år,67553
I alt,2009K4,11 år,67315
I alt,2009K4,12 år,70279
I alt,2009K4,13 år,69410
I alt,2009K4,14 år,73095
I alt,2009K4,15 år,70911
I alt,2009K4,16 år,71001
I alt,2009K4,17 år,70333
I alt,2009K4,18 år,68256
I alt,2009K4,19 år,68133
I alt,2009K4,20 år,67580
I alt,2009K4,21 år,65976
I alt,2009K4,22 år,64608
I alt,2009K4,23 år,64361
I alt,2009K4,24 år,62699
I alt,2009K4,25 år,61175
I alt,2009K4,26 år,60624
I alt,2009K4,27 år,61713
I alt,2009K4,28 år,62289
I alt,2009K4,29 år,66058
I alt,2009K4,30 år,67030
I alt,2009K4,31 år,69423
I alt,2009K4,32 år,68390
I alt,2009K4,33 år,73304
I alt,2009K4,34 år,77491
I alt,2009K4,35 år,76211
I alt,2009K4,36 år,76838
I alt,2009K4,37 år,80696
I alt,2009K4,38 år,78116
I alt,2009K4,39 år,75428
I alt,2009K4,40 år,75975
I alt,2009K4,41 år,79448
I alt,2009K4,42 år,86207
I alt,2009K4,43 år,89246
I alt,2009K4,44 år,86765
I alt,2009K4,45 år,84553
I alt,2009K4,46 år,81686
I alt,2009K4,47 år,78926
I alt,2009K4,48 år,76089
I alt,2009K4,49 år,75710
I alt,2009K4,50 år,73629
I alt,2009K4,51 år,72827
I alt,2009K4,52 år,72828
I alt,2009K4,53 år,72957
I alt,2009K4,54 år,71684
I alt,2009K4,55 år,70349
I alt,2009K4,56 år,72074
I alt,2009K4,57 år,69039
I alt,2009K4,58 år,68483
I alt,2009K4,59 år,70339
I alt,2009K4,60 år,70062
I alt,2009K4,61 år,73001
I alt,2009K4,62 år,77800
I alt,2009K4,63 år,78864
I alt,2009K4,64 år,74626
I alt,2009K4,65 år,69853
I alt,2009K4,66 år,63381
I alt,2009K4,67 år,58596
I alt,2009K4,68 år,52101
I alt,2009K4,69 år,50512
I alt,2009K4,70 år,47421
I alt,2009K4,71 år,46174
I alt,2009K4,72 år,43137
I alt,2009K4,73 år,40530
I alt,2009K4,74 år,38561
I alt,2009K4,75 år,35685
I alt,2009K4,76 år,33105
I alt,2009K4,77 år,31727
I alt,2009K4,78 år,30193
I alt,2009K4,79 år,28124
I alt,2009K4,80 år,27001
I alt,2009K4,81 år,25188
I alt,2009K4,82 år,23649
I alt,2009K4,83 år,21844
I alt,2009K4,84 år,20421
I alt,2009K4,85 år,18321
I alt,2009K4,86 år,16204
I alt,2009K4,87 år,14443
I alt,2009K4,88 år,12963
I alt,2009K4,89 år,11665
I alt,2009K4,90 år,7876
I alt,2009K4,91 år,6894
I alt,2009K4,92 år,5525
I alt,2009K4,93 år,4459
I alt,2009K4,94 år,3242
I alt,2009K4,95 år,2614
I alt,2009K4,96 år,1818
I alt,2009K4,97 år,1317
I alt,2009K4,98 år,884
I alt,2009K4,99 år,623
I alt,2009K4,100 år,362
I alt,2009K4,101 år,246
I alt,2009K4,102 år,110
I alt,2009K4,103 år,67
I alt,2009K4,104 år,42
I alt,2009K4,105 år,27
I alt,2009K4,106 år,7
I alt,2009K4,107 år,3
I alt,2009K4,108 år,3
I alt,2009K4,109 år,0
I alt,2009K4,110 år,0
I alt,2009K4,111 år,0
I alt,2009K4,112 år,0
I alt,2009K4,113 år,0
I alt,2009K4,114 år,0
I alt,2009K4,115 år,0
I alt,2009K4,116 år,0
I alt,2009K4,117 år,0
I alt,2009K4,118 år,0
I alt,2009K4,119 år,0
I alt,2009K4,120 år,0
I alt,2009K4,121 år,0
I alt,2009K4,122 år,0
I alt,2009K4,123 år,0
I alt,2009K4,124 år,0
I alt,2009K4,125 år,0
I alt,2010K1,I alt,5534738
I alt,2010K1,0 år,63178
I alt,2010K1,1 år,65977
I alt,2010K1,2 år,65205
I alt,2010K1,3 år,66248
I alt,2010K1,4 år,65459
I alt,2010K1,5 år,65546
I alt,2010K1,6 år,65534
I alt,2010K1,7 år,64941
I alt,2010K1,8 år,65976
I alt,2010K1,9 år,67877
I alt,2010K1,10 år,67216
I alt,2010K1,11 år,67534
I alt,2010K1,12 år,69069
I alt,2010K1,13 år,69514
I alt,2010K1,14 år,72044
I alt,2010K1,15 år,72546
I alt,2010K1,16 år,70482
I alt,2010K1,17 år,71164
I alt,2010K1,18 år,68151
I alt,2010K1,19 år,68585
I alt,2010K1,20 år,67428
I alt,2010K1,21 år,66525
I alt,2010K1,22 år,64575
I alt,2010K1,23 år,64683
I alt,2010K1,24 år,63324
I alt,2010K1,25 år,61319
I alt,2010K1,26 år,60402
I alt,2010K1,27 år,61909
I alt,2010K1,28 år,61797
I alt,2010K1,29 år,65543
I alt,2010K1,30 år,66812
I alt,2010K1,31 år,69010
I alt,2010K1,32 år,68645
I alt,2010K1,33 år,71457
I alt,2010K1,34 år,77445
I alt,2010K1,35 år,76310
I alt,2010K1,36 år,76502
I alt,2010K1,37 år,79810
I alt,2010K1,38 år,78985
I alt,2010K1,39 år,75786
I alt,2010K1,40 år,75578
I alt,2010K1,41 år,78186
I alt,2010K1,42 år,83808
I alt,2010K1,43 år,89948
I alt,2010K1,44 år,87053
I alt,2010K1,45 år,85078
I alt,2010K1,46 år,83259
I alt,2010K1,47 år,78679
I alt,2010K1,48 år,76456
I alt,2010K1,49 år,76363
I alt,2010K1,50 år,73151
I alt,2010K1,51 år,73255
I alt,2010K1,52 år,72749
I alt,2010K1,53 år,73155
I alt,2010K1,54 år,71987
I alt,2010K1,55 år,70362
I alt,2010K1,56 år,71338
I alt,2010K1,57 år,69775
I alt,2010K1,58 år,68357
I alt,2010K1,59 år,70172
I alt,2010K1,60 år,69486
I alt,2010K1,61 år,72553
I alt,2010K1,62 år,76715
I alt,2010K1,63 år,78633
I alt,2010K1,64 år,75270
I alt,2010K1,65 år,70842
I alt,2010K1,66 år,64507
I alt,2010K1,67 år,60075
I alt,2010K1,68 år,52776
I alt,2010K1,69 år,50641
I alt,2010K1,70 år,47535
I alt,2010K1,71 år,46321
I alt,2010K1,72 år,43731
I alt,2010K1,73 år,41087
I alt,2010K1,74 år,38194
I alt,2010K1,75 år,36166
I alt,2010K1,76 år,33378
I alt,2010K1,77 år,31868
I alt,2010K1,78 år,29831
I alt,2010K1,79 år,28397
I alt,2010K1,80 år,26610
I alt,2010K1,81 år,25646
I alt,2010K1,82 år,23176
I alt,2010K1,83 år,21917
I alt,2010K1,84 år,20198
I alt,2010K1,85 år,18496
I alt,2010K1,86 år,16402
I alt,2010K1,87 år,13954
I alt,2010K1,88 år,13110
I alt,2010K1,89 år,11382
I alt,2010K1,90 år,8279
I alt,2010K1,91 år,6967
I alt,2010K1,92 år,5482
I alt,2010K1,93 år,4465
I alt,2010K1,94 år,3216
I alt,2010K1,95 år,2640
I alt,2010K1,96 år,1824
I alt,2010K1,97 år,1371
I alt,2010K1,98 år,868
I alt,2010K1,99 år,618
I alt,2010K1,100 år,360
I alt,2010K1,101 år,258
I alt,2010K1,102 år,117
I alt,2010K1,103 år,71
I alt,2010K1,104 år,38
I alt,2010K1,105 år,27
I alt,2010K1,106 år,12
I alt,2010K1,107 år,3
I alt,2010K1,108 år,3
I alt,2010K1,109 år,0
I alt,2010K1,110 år,0
I alt,2010K1,111 år,0
I alt,2010K1,112 år,0
I alt,2010K1,113 år,0
I alt,2010K1,114 år,0
I alt,2010K1,115 år,0
I alt,2010K1,116 år,0
I alt,2010K1,117 år,0
I alt,2010K1,118 år,0
I alt,2010K1,119 år,0
I alt,2010K1,120 år,0
I alt,2010K1,121 år,0
I alt,2010K1,122 år,0
I alt,2010K1,123 år,0
I alt,2010K1,124 år,0
I alt,2010K1,125 år,0
I alt,2010K2,I alt,5540241
I alt,2010K2,0 år,63579
I alt,2010K2,1 år,65583
I alt,2010K2,2 år,65622
I alt,2010K2,3 år,66028
I alt,2010K2,4 år,65375
I alt,2010K2,5 år,65429
I alt,2010K2,6 år,66011
I alt,2010K2,7 år,64611
I alt,2010K2,8 år,65535
I alt,2010K2,9 år,67686
I alt,2010K2,10 år,67323
I alt,2010K2,11 år,67478
I alt,2010K2,12 år,68460
I alt,2010K2,13 år,69333
I alt,2010K2,14 år,71368
I alt,2010K2,15 år,73294
I alt,2010K2,16 år,70228
I alt,2010K2,17 år,71338
I alt,2010K2,18 år,69006
I alt,2010K2,19 år,68581
I alt,2010K2,20 år,68505
I alt,2010K2,21 år,67370
I alt,2010K2,22 år,65578
I alt,2010K2,23 år,65016
I alt,2010K2,24 år,63951
I alt,2010K2,25 år,61513
I alt,2010K2,26 år,60855
I alt,2010K2,27 år,61215
I alt,2010K2,28 år,62312
I alt,2010K2,29 år,64029
I alt,2010K2,30 år,66855
I alt,2010K2,31 år,68616
I alt,2010K2,32 år,68290
I alt,2010K2,33 år,70198
I alt,2010K2,34 år,76493
I alt,2010K2,35 år,76524
I alt,2010K2,36 år,76435
I alt,2010K2,37 år,79185
I alt,2010K2,38 år,80124
I alt,2010K2,39 år,76341
I alt,2010K2,40 år,74945
I alt,2010K2,41 år,77173
I alt,2010K2,42 år,82163
I alt,2010K2,43 år,89357
I alt,2010K2,44 år,87831
I alt,2010K2,45 år,85088
I alt,2010K2,46 år,84235
I alt,2010K2,47 år,79232
I alt,2010K2,48 år,77331
I alt,2010K2,49 år,76208
I alt,2010K2,50 år,73522
I alt,2010K2,51 år,73183
I alt,2010K2,52 år,73069
I alt,2010K2,53 år,72716
I alt,2010K2,54 år,72196
I alt,2010K2,55 år,70667
I alt,2010K2,56 år,70741
I alt,2010K2,57 år,70488
I alt,2010K2,58 år,68001
I alt,2010K2,59 år,69621
I alt,2010K2,60 år,69694
I alt,2010K2,61 år,71313
I alt,2010K2,62 år,75209
I alt,2010K2,63 år,78233
I alt,2010K2,64 år,76375
I alt,2010K2,65 år,71901
I alt,2010K2,66 år,66591
I alt,2010K2,67 år,61101
I alt,2010K2,68 år,54068
I alt,2010K2,69 år,50042
I alt,2010K2,70 år,48693
I alt,2010K2,71 år,45995
I alt,2010K2,72 år,44571
I alt,2010K2,73 år,41256
I alt,2010K2,74 år,38307
I alt,2010K2,75 år,36363
I alt,2010K2,76 år,34076
I alt,2010K2,77 år,31507
I alt,2010K2,78 år,30147
I alt,2010K2,79 år,28468
I alt,2010K2,80 år,26390
I alt,2010K2,81 år,25525
I alt,2010K2,82 år,23374
I alt,2010K2,83 år,21791
I alt,2010K2,84 år,20158
I alt,2010K2,85 år,18497
I alt,2010K2,86 år,16298
I alt,2010K2,87 år,13980
I alt,2010K2,88 år,12985
I alt,2010K2,89 år,11119
I alt,2010K2,90 år,8998
I alt,2010K2,91 år,6784
I alt,2010K2,92 år,5526
I alt,2010K2,93 år,4395
I alt,2010K2,94 år,3272
I alt,2010K2,95 år,2614
I alt,2010K2,96 år,1850
I alt,2010K2,97 år,1314
I alt,2010K2,98 år,915
I alt,2010K2,99 år,601
I alt,2010K2,100 år,374
I alt,2010K2,101 år,235
I alt,2010K2,102 år,145
I alt,2010K2,103 år,70
I alt,2010K2,104 år,40
I alt,2010K2,105 år,23
I alt,2010K2,106 år,13
I alt,2010K2,107 år,3
I alt,2010K2,108 år,2
I alt,2010K2,109 år,0
I alt,2010K2,110 år,0
I alt,2010K2,111 år,0
I alt,2010K2,112 år,0
I alt,2010K2,113 år,0
I alt,2010K2,114 år,0
I alt,2010K2,115 år,0
I alt,2010K2,116 år,0
I alt,2010K2,117 år,0
I alt,2010K2,118 år,0
I alt,2010K2,119 år,0
I alt,2010K2,120 år,0
I alt,2010K2,121 år,0
I alt,2010K2,122 år,0
I alt,2010K2,123 år,0
I alt,2010K2,124 år,0
I alt,2010K2,125 år,0
I alt,2010K3,I alt,5543819
I alt,2010K3,0 år,63569
I alt,2010K3,1 år,65316
I alt,2010K3,2 år,65929
I alt,2010K3,3 år,65438
I alt,2010K3,4 år,65782
I alt,2010K3,5 år,65617
I alt,2010K3,6 år,65986
I alt,2010K3,7 år,64624
I alt,2010K3,8 år,65160
I alt,2010K3,9 år,67194
I alt,2010K3,10 år,67359
I alt,2010K3,11 år,68056
I alt,2010K3,12 år,67444
I alt,2010K3,13 år,69967
I alt,2010K3,14 år,70488
I alt,2010K3,15 år,72723
I alt,2010K3,16 år,70959
I alt,2010K3,17 år,71166
I alt,2010K3,18 år,69355
I alt,2010K3,19 år,68866
I alt,2010K3,20 år,68069
I alt,2010K3,21 år,67206
I alt,2010K3,22 år,65261
I alt,2010K3,23 år,64995
I alt,2010K3,24 år,64271
I alt,2010K3,25 år,62211
I alt,2010K3,26 år,61288
I alt,2010K3,27 år,60755
I alt,2010K3,28 år,62433
I alt,2010K3,29 år,62945
I alt,2010K3,30 år,66422
I alt,2010K3,31 år,67968
I alt,2010K3,32 år,69087
I alt,2010K3,33 år,69181
I alt,2010K3,34 år,75212
I alt,2010K3,35 år,77217
I alt,2010K3,36 år,76028
I alt,2010K3,37 år,77801
I alt,2010K3,38 år,80883
I alt,2010K3,39 år,77212
I alt,2010K3,40 år,75109
I alt,2010K3,41 år,76268
I alt,2010K3,42 år,80905
I alt,2010K3,43 år,88198
I alt,2010K3,44 år,88590
I alt,2010K3,45 år,85863
I alt,2010K3,46 år,84028
I alt,2010K3,47 år,80491
I alt,2010K3,48 år,78215
I alt,2010K3,49 år,75924
I alt,2010K3,50 år,74561
I alt,2010K3,51 år,72542
I alt,2010K3,52 år,73401
I alt,2010K3,53 år,72818
I alt,2010K3,54 år,71983
I alt,2010K3,55 år,71038
I alt,2010K3,56 år,70194
I alt,2010K3,57 år,71138
I alt,2010K3,58 år,68029
I alt,2010K3,59 år,68891
I alt,2010K3,60 år,69756
I alt,2010K3,61 år,70513
I alt,2010K3,62 år,73330
I alt,2010K3,63 år,77714
I alt,2010K3,64 år,77699
I alt,2010K3,65 år,73028
I alt,2010K3,66 år,67688
I alt,2010K3,67 år,61835
I alt,2010K3,68 år,55891
I alt,2010K3,69 år,50605
I alt,2010K3,70 år,48910
I alt,2010K3,71 år,46152
I alt,2010K3,72 år,44682
I alt,2010K3,73 år,41813
I alt,2010K3,74 år,38934
I alt,2010K3,75 år,36852
I alt,2010K3,76 år,34472
I alt,2010K3,77 år,31509
I alt,2010K3,78 år,30244
I alt,2010K3,79 år,28345
I alt,2010K3,80 år,26609
I alt,2010K3,81 år,25461
I alt,2010K3,82 år,23297
I alt,2010K3,83 år,21903
I alt,2010K3,84 år,20140
I alt,2010K3,85 år,18572
I alt,2010K3,86 år,16354
I alt,2010K3,87 år,14174
I alt,2010K3,88 år,12795
I alt,2010K3,89 år,11103
I alt,2010K3,90 år,9627
I alt,2010K3,91 år,6615
I alt,2010K3,92 år,5533
I alt,2010K3,93 år,4422
I alt,2010K3,94 år,3392
I alt,2010K3,95 år,2581
I alt,2010K3,96 år,1916
I alt,2010K3,97 år,1308
I alt,2010K3,98 år,921
I alt,2010K3,99 år,586
I alt,2010K3,100 år,394
I alt,2010K3,101 år,220
I alt,2010K3,102 år,147
I alt,2010K3,103 år,64
I alt,2010K3,104 år,41
I alt,2010K3,105 år,21
I alt,2010K3,106 år,15
I alt,2010K3,107 år,4
I alt,2010K3,108 år,2
I alt,2010K3,109 år,1
I alt,2010K3,110 år,0
I alt,2010K3,111 år,0
I alt,2010K3,112 år,0
I alt,2010K3,113 år,0
I alt,2010K3,114 år,0
I alt,2010K3,115 år,0
I alt,2010K3,116 år,0
I alt,2010K3,117 år,0
I alt,2010K3,118 år,0
I alt,2010K3,119 år,0
I alt,2010K3,120 år,0
I alt,2010K3,121 år,0
I alt,2010K3,122 år,0
I alt,2010K3,123 år,0
I alt,2010K3,124 år,0
I alt,2010K3,125 år,0
I alt,2010K4,I alt,5557709
I alt,2010K4,0 år,63587
I alt,2010K4,1 år,64300
I alt,2010K4,2 år,66484
I alt,2010K4,3 år,65084
I alt,2010K4,4 år,66252
I alt,2010K4,5 år,65697
I alt,2010K4,6 år,65556
I alt,2010K4,7 år,65304
I alt,2010K4,8 år,65147
I alt,2010K4,9 år,66772
I alt,2010K4,10 år,67292
I alt,2010K4,11 år,67664
I alt,2010K4,12 år,67366
I alt,2010K4,13 år,70420
I alt,2010K4,14 år,69520
I alt,2010K4,15 år,73397
I alt,2010K4,16 år,71294
I alt,2010K4,17 år,71159
I alt,2010K4,18 år,70607
I alt,2010K4,19 år,69186
I alt,2010K4,20 år,69945
I alt,2010K4,21 år,68729
I alt,2010K4,22 år,66953
I alt,2010K4,23 år,65649
I alt,2010K4,24 år,65122
I alt,2010K4,25 år,63288
I alt,2010K4,26 år,61692
I alt,2010K4,27 år,61121
I alt,2010K4,28 år,62129
I alt,2010K4,29 år,62685
I alt,2010K4,30 år,66305
I alt,2010K4,31 år,67262
I alt,2010K4,32 år,69531
I alt,2010K4,33 år,68590
I alt,2010K4,34 år,73460
I alt,2010K4,35 år,77649
I alt,2010K4,36 år,76304
I alt,2010K4,37 år,76990
I alt,2010K4,38 år,80737
I alt,2010K4,39 år,78237
I alt,2010K4,40 år,75449
I alt,2010K4,41 år,75996
I alt,2010K4,42 år,79467
I alt,2010K4,43 år,86146
I alt,2010K4,44 år,89188
I alt,2010K4,45 år,86666
I alt,2010K4,46 år,84446
I alt,2010K4,47 år,81566
I alt,2010K4,48 år,78794
I alt,2010K4,49 år,75884
I alt,2010K4,50 år,75453
I alt,2010K4,51 år,73354
I alt,2010K4,52 år,72556
I alt,2010K4,53 år,72511
I alt,2010K4,54 år,72586
I alt,2010K4,55 år,71277
I alt,2010K4,56 år,69937
I alt,2010K4,57 år,71613
I alt,2010K4,58 år,68581
I alt,2010K4,59 år,67952
I alt,2010K4,60 år,69777
I alt,2010K4,61 år,69456
I alt,2010K4,62 år,72254
I alt,2010K4,63 år,76960
I alt,2010K4,64 år,78006
I alt,2010K4,65 år,73731
I alt,2010K4,66 år,68875
I alt,2010K4,67 år,62433
I alt,2010K4,68 år,57682
I alt,2010K4,69 år,51195
I alt,2010K4,70 år,49584
I alt,2010K4,71 år,46407
I alt,2010K4,72 år,45110
I alt,2010K4,73 år,41924
I alt,2010K4,74 år,39311
I alt,2010K4,75 år,37324
I alt,2010K4,76 år,34409
I alt,2010K4,77 år,31791
I alt,2010K4,78 år,30274
I alt,2010K4,79 år,28609
I alt,2010K4,80 år,26522
I alt,2010K4,81 år,25357
I alt,2010K4,82 år,23435
I alt,2010K4,83 år,21898
I alt,2010K4,84 år,20088
I alt,2010K4,85 år,18533
I alt,2010K4,86 år,16497
I alt,2010K4,87 år,14308
I alt,2010K4,88 år,12583
I alt,2010K4,89 år,11245
I alt,2010K4,90 år,9949
I alt,2010K4,91 år,6524
I alt,2010K4,92 år,5653
I alt,2010K4,93 år,4430
I alt,2010K4,94 år,3468
I alt,2010K4,95 år,2513
I alt,2010K4,96 år,1947
I alt,2010K4,97 år,1299
I alt,2010K4,98 år,958
I alt,2010K4,99 år,601
I alt,2010K4,100 år,395
I alt,2010K4,101 år,202
I alt,2010K4,102 år,153
I alt,2010K4,103 år,73
I alt,2010K4,104 år,36
I alt,2010K4,105 år,21
I alt,2010K4,106 år,14
I alt,2010K4,107 år,5
I alt,2010K4,108 år,1
I alt,2010K4,109 år,1
I alt,2010K4,110 år,0
I alt,2010K4,111 år,0
I alt,2010K4,112 år,0
I alt,2010K4,113 år,0
I alt,2010K4,114 år,0
I alt,2010K4,115 år,0
I alt,2010K4,116 år,0
I alt,2010K4,117 år,0
I alt,2010K4,118 år,0
I alt,2010K4,119 år,0
I alt,2010K4,120 år,0
I alt,2010K4,121 år,0
I alt,2010K4,122 år,0
I alt,2010K4,123 år,0
I alt,2010K4,124 år,0
I alt,2010K4,125 år,0
I alt,2011K1,I alt,5560628
I alt,2011K1,0 år,63739
I alt,2011K1,1 år,63665
I alt,2011K1,2 år,66235
I alt,2011K1,3 år,65406
I alt,2011K1,4 år,66450
I alt,2011K1,5 år,65532
I alt,2011K1,6 år,65647
I alt,2011K1,7 år,65583
I alt,2011K1,8 år,65039
I alt,2011K1,9 år,66066
I alt,2011K1,10 år,67954
I alt,2011K1,11 år,67323
I alt,2011K1,12 år,67624
I alt,2011K1,13 år,69181
I alt,2011K1,14 år,69643
I alt,2011K1,15 år,72310
I alt,2011K1,16 år,73020
I alt,2011K1,17 år,70615
I alt,2011K1,18 år,71376
I alt,2011K1,19 år,69145
I alt,2011K1,20 år,69776
I alt,2011K1,21 år,68877
I alt,2011K1,22 år,67544
I alt,2011K1,23 år,65672
I alt,2011K1,24 år,65590
I alt,2011K1,25 år,63940
I alt,2011K1,26 år,61909
I alt,2011K1,27 år,61038
I alt,2011K1,28 år,62438
I alt,2011K1,29 år,62223
I alt,2011K1,30 år,65884
I alt,2011K1,31 år,67084
I alt,2011K1,32 år,69120
I alt,2011K1,33 år,68830
I alt,2011K1,34 år,71675
I alt,2011K1,35 år,77639
I alt,2011K1,36 år,76523
I alt,2011K1,37 år,76594
I alt,2011K1,38 år,79924
I alt,2011K1,39 år,79108
I alt,2011K1,40 år,75808
I alt,2011K1,41 år,75621
I alt,2011K1,42 år,78221
I alt,2011K1,43 år,83770
I alt,2011K1,44 år,89886
I alt,2011K1,45 år,86958
I alt,2011K1,46 år,84977
I alt,2011K1,47 år,83134
I alt,2011K1,48 år,78571
I alt,2011K1,49 år,76264
I alt,2011K1,50 år,76131
I alt,2011K1,51 år,72913
I alt,2011K1,52 år,72997
I alt,2011K1,53 år,72401
I alt,2011K1,54 år,72783
I alt,2011K1,55 år,71575
I alt,2011K1,56 år,69951
I alt,2011K1,57 år,70850
I alt,2011K1,58 år,69330
I alt,2011K1,59 år,67837
I alt,2011K1,60 år,69625
I alt,2011K1,61 år,68813
I alt,2011K1,62 år,71844
I alt,2011K1,63 år,75897
I alt,2011K1,64 år,77749
I alt,2011K1,65 år,74373
I alt,2011K1,66 år,69839
I alt,2011K1,67 år,63593
I alt,2011K1,68 år,59128
I alt,2011K1,69 år,51864
I alt,2011K1,70 år,49726
I alt,2011K1,71 år,46545
I alt,2011K1,72 år,45251
I alt,2011K1,73 år,42517
I alt,2011K1,74 år,39807
I alt,2011K1,75 år,36966
I alt,2011K1,76 år,34877
I alt,2011K1,77 år,32086
I alt,2011K1,78 år,30353
I alt,2011K1,79 år,28351
I alt,2011K1,80 år,26778
I alt,2011K1,81 år,24974
I alt,2011K1,82 år,23830
I alt,2011K1,83 år,21446
I alt,2011K1,84 år,20161
I alt,2011K1,85 år,18298
I alt,2011K1,86 år,16651
I alt,2011K1,87 år,14520
I alt,2011K1,88 år,12168
I alt,2011K1,89 år,11313
I alt,2011K1,90 år,9684
I alt,2011K1,91 år,6891
I alt,2011K1,92 år,5700
I alt,2011K1,93 år,4388
I alt,2011K1,94 år,3503
I alt,2011K1,95 år,2487
I alt,2011K1,96 år,1958
I alt,2011K1,97 år,1264
I alt,2011K1,98 år,990
I alt,2011K1,99 år,601
I alt,2011K1,100 år,385
I alt,2011K1,101 år,218
I alt,2011K1,102 år,154
I alt,2011K1,103 år,64
I alt,2011K1,104 år,40
I alt,2011K1,105 år,18
I alt,2011K1,106 år,11
I alt,2011K1,107 år,8
I alt,2011K1,108 år,1
I alt,2011K1,109 år,1
I alt,2011K1,110 år,0
I alt,2011K1,111 år,0
I alt,2011K1,112 år,0
I alt,2011K1,113 år,0
I alt,2011K1,114 år,0
I alt,2011K1,115 år,0
I alt,2011K1,116 år,0
I alt,2011K1,117 år,0
I alt,2011K1,118 år,0
I alt,2011K1,119 år,0
I alt,2011K1,120 år,0
I alt,2011K1,121 år,0
I alt,2011K1,122 år,0
I alt,2011K1,123 år,0
I alt,2011K1,124 år,0
I alt,2011K1,125 år,0
I alt,2011K2,I alt,5564219
I alt,2011K2,0 år,62515
I alt,2011K2,1 år,63924
I alt,2011K2,2 år,65856
I alt,2011K2,3 år,65825
I alt,2011K2,4 år,66190
I alt,2011K2,5 år,65491
I alt,2011K2,6 år,65506
I alt,2011K2,7 år,66086
I alt,2011K2,8 år,64684
I alt,2011K2,9 år,65625
I alt,2011K2,10 år,67786
I alt,2011K2,11 år,67430
I alt,2011K2,12 år,67600
I alt,2011K2,13 år,68584
I alt,2011K2,14 år,69435
I alt,2011K2,15 år,71572
I alt,2011K2,16 år,73753
I alt,2011K2,17 år,70450
I alt,2011K2,18 år,71462
I alt,2011K2,19 år,69947
I alt,2011K2,20 år,70294
I alt,2011K2,21 år,70000
I alt,2011K2,22 år,67984
I alt,2011K2,23 år,66364
I alt,2011K2,24 år,65811
I alt,2011K2,25 år,64496
I alt,2011K2,26 år,62009
I alt,2011K2,27 år,61456
I alt,2011K2,28 år,61604
I alt,2011K2,29 år,62752
I alt,2011K2,30 år,64286
I alt,2011K2,31 år,67127
I alt,2011K2,32 år,68824
I alt,2011K2,33 år,68505
I alt,2011K2,34 år,70379
I alt,2011K2,35 år,76691
I alt,2011K2,36 år,76694
I alt,2011K2,37 år,76531
I alt,2011K2,38 år,79213
I alt,2011K2,39 år,80214
I alt,2011K2,40 år,76324
I alt,2011K2,41 år,74933
I alt,2011K2,42 år,77231
I alt,2011K2,43 år,82158
I alt,2011K2,44 år,89282
I alt,2011K2,45 år,87748
I alt,2011K2,46 år,84957
I alt,2011K2,47 år,84109
I alt,2011K2,48 år,79113
I alt,2011K2,49 år,77140
I alt,2011K2,50 år,75984
I alt,2011K2,51 år,73284
I alt,2011K2,52 år,72927
I alt,2011K2,53 år,72725
I alt,2011K2,54 år,72360
I alt,2011K2,55 år,71786
I alt,2011K2,56 år,70197
I alt,2011K2,57 år,70264
I alt,2011K2,58 år,69993
I alt,2011K2,59 år,67517
I alt,2011K2,60 år,69070
I alt,2011K2,61 år,69065
I alt,2011K2,62 år,70622
I alt,2011K2,63 år,74474
I alt,2011K2,64 år,77299
I alt,2011K2,65 år,75466
I alt,2011K2,66 år,70858
I alt,2011K2,67 år,65640
I alt,2011K2,68 år,60140
I alt,2011K2,69 år,53168
I alt,2011K2,70 år,49125
I alt,2011K2,71 år,47719
I alt,2011K2,72 år,44967
I alt,2011K2,73 år,43368
I alt,2011K2,74 år,40033
I alt,2011K2,75 år,37100
I alt,2011K2,76 år,35060
I alt,2011K2,77 år,32721
I alt,2011K2,78 år,30067
I alt,2011K2,79 år,28679
I alt,2011K2,80 år,26854
I alt,2011K2,81 år,24824
I alt,2011K2,82 år,23745
I alt,2011K2,83 år,21623
I alt,2011K2,84 år,19995
I alt,2011K2,85 år,18326
I alt,2011K2,86 år,16652
I alt,2011K2,87 år,14484
I alt,2011K2,88 år,12255
I alt,2011K2,89 år,11199
I alt,2011K2,90 år,9523
I alt,2011K2,91 år,7466
I alt,2011K2,92 år,5511
I alt,2011K2,93 år,4396
I alt,2011K2,94 år,3454
I alt,2011K2,95 år,2543
I alt,2011K2,96 år,1964
I alt,2011K2,97 år,1312
I alt,2011K2,98 år,936
I alt,2011K2,99 år,644
I alt,2011K2,100 år,368
I alt,2011K2,101 år,224
I alt,2011K2,102 år,149
I alt,2011K2,103 år,72
I alt,2011K2,104 år,34
I alt,2011K2,105 år,18
I alt,2011K2,106 år,12
I alt,2011K2,107 år,5
I alt,2011K2,108 år,2
I alt,2011K2,109 år,1
I alt,2011K2,110 år,0
I alt,2011K2,111 år,0
I alt,2011K2,112 år,0
I alt,2011K2,113 år,0
I alt,2011K2,114 år,0
I alt,2011K2,115 år,0
